case_id,date,complaint_type,building_age,borough,days_since_last_service,time_of_day,season,status
6249,2025-01-19 12:00:54.620802,Gas Smell,56,Staten Island,153,Morning,Fall,Needs Repair
6250,2025-06-10 12:00:54.620804,Meter Issue,52,Bronx,257,Afternoon,Fall,Found Okay
6251,2024-12-29 12:00:54.620807,Meter Issue,56,Bronx,257,Afternoon,Spring,Found Okay
6252,2025-03-02 12:00:54.620809,No Hot Water,51,Bronx,97,Evening,Summer,Found Okay
6253,2024-10-29 12:00:54.620812,No Heat,40,Staten Island,12,Evening,Spring,Found Okay
6254,2024-08-27 12:00:54.620814,No Heat,50,Bronx,212,Afternoon,Winter,Needs Repair
6255,2025-05-16 12:00:54.620817,No Hot Water,39,Bronx,128,Night,Spring,Found Okay
6256,2024-12-23 12:00:54.620819,No Heat,38,Queens,72,Night,Fall,Found Okay
6257,2024-08-17 12:00:54.620821,No Hot Water,44,Brooklyn,48,Night,Spring,Found Okay
6258,2025-01-25 12:00:54.620824,No Heat,48,Bronx,22,Morning,Spring,Found Okay
6259,2024-10-15 12:00:54.620826,No Hot Water,50,Manhattan,62,Evening,Spring,Found Okay
6260,2025-07-03 12:00:54.620828,No Heat,63,Manhattan,110,Night,Fall,Found Okay
6261,2025-02-01 12:00:54.620831,Meter Issue,42,Queens,116,Morning,Fall,Found Okay
6262,2024-11-20 12:00:54.620833,Power Out,52,Staten Island,157,Evening,Summer,Found Okay
6263,2025-03-27 12:00:54.620835,No Hot Water,51,Staten Island,81,Night,Spring,Found Okay
6264,2025-02-04 12:00:54.620838,No Heat,40,Staten Island,454,Night,Winter,Found Okay
6265,2025-06-24 12:00:54.620840,No Hot Water,51,Bronx,123,Morning,Spring,Found Okay
6266,2025-04-23 12:00:54.620843,No Heat,65,Staten Island,99,Night,Winter,Needs Repair
6267,2025-04-24 12:00:54.620845,No Hot Water,52,Staten Island,8,Evening,Summer,Found Okay
6268,2025-03-26 12:00:54.620847,Power Out,53,Brooklyn,164,Night,Spring,Found Okay
6269,2025-02-13 12:00:54.620850,Gas Smell,39,Bronx,166,Morning,Winter,Needs Repair
6270,2025-05-12 12:00:54.620852,Gas Smell,79,Bronx,157,Night,Spring,Needs Repair
6271,2024-10-10 12:00:54.620855,No Hot Water,40,Manhattan,393,Morning,Spring,Needs Repair
6272,2024-09-01 12:00:54.620857,Meter Issue,24,Manhattan,259,Afternoon,Summer,Found Okay
6273,2025-03-27 12:00:54.620859,Meter Issue,62,Brooklyn,363,Night,Winter,Found Okay
6274,2024-08-22 12:00:54.620862,No Hot Water,48,Queens,11,Evening,Winter,Needs Repair
6275,2024-09-24 12:00:54.620864,No Hot Water,45,Bronx,68,Night,Fall,Found Okay
6276,2025-03-03 12:00:54.620867,No Hot Water,41,Manhattan,69,Morning,Winter,Found Okay
6277,2025-07-15 12:00:54.620869,No Heat,78,Staten Island,192,Afternoon,Spring,Found Okay
6278,2025-07-03 12:00:54.620871,Gas Smell,55,Bronx,107,Evening,Summer,Needs Repair
6279,2025-02-08 12:00:54.620874,No Hot Water,58,Bronx,270,Night,Fall,Found Okay
6280,2025-06-15 12:00:54.620876,No Heat,52,Bronx,87,Afternoon,Fall,Found Okay
6281,2024-09-06 12:00:54.620878,No Heat,54,Manhattan,45,Morning,Spring,Found Okay
6282,2024-12-07 12:00:54.620881,No Hot Water,70,Brooklyn,61,Evening,Summer,Needs Repair
6283,2024-12-29 12:00:54.620883,Meter Issue,46,Manhattan,36,Morning,Fall,Found Okay
6284,2025-05-07 12:00:54.620885,Gas Smell,28,Staten Island,39,Night,Summer,Needs Repair
6285,2024-10-22 12:00:54.620888,Power Out,63,Staten Island,43,Morning,Winter,Found Okay
6286,2024-12-11 12:00:54.620890,No Hot Water,57,Queens,2,Afternoon,Fall,Found Okay
6287,2025-05-07 12:00:54.620893,Gas Smell,51,Manhattan,226,Morning,Fall,Found Okay
6288,2025-05-27 12:00:54.620895,No Hot Water,57,Manhattan,91,Evening,Summer,Found Okay
6289,2025-03-19 12:00:54.620897,Power Out,44,Queens,4,Afternoon,Fall,Found Okay
6290,2025-03-02 12:00:54.620900,No Heat,50,Queens,83,Night,Winter,Needs Repair
6291,2025-04-07 12:00:54.620902,No Hot Water,48,Bronx,424,Morning,Fall,Found Okay
6292,2025-05-28 12:00:54.620904,No Heat,41,Bronx,128,Morning,Spring,Found Okay
6293,2024-08-22 12:00:54.620907,No Hot Water,67,Staten Island,778,Night,Fall,Found Okay
6294,2024-08-02 12:00:54.620909,Meter Issue,28,Brooklyn,139,Night,Spring,Found Okay
6295,2024-08-13 12:00:54.620912,No Heat,85,Staten Island,592,Morning,Fall,Found Okay
6296,2025-02-23 12:00:54.620914,No Hot Water,63,Manhattan,40,Night,Fall,Found Okay
6297,2025-05-15 12:00:54.620917,No Hot Water,23,Brooklyn,61,Afternoon,Fall,Found Okay
6298,2025-03-07 12:00:54.620919,Meter Issue,46,Bronx,216,Evening,Summer,Found Okay
6299,2024-08-22 12:00:54.620921,No Hot Water,47,Queens,779,Afternoon,Fall,Found Okay
6300,2024-12-18 12:00:54.620924,Power Out,55,Queens,314,Morning,Fall,Needs Repair
6301,2024-09-21 12:00:54.620926,Meter Issue,35,Staten Island,145,Afternoon,Winter,Found Okay
6302,2025-04-19 12:00:54.620929,No Hot Water,50,Manhattan,16,Morning,Winter,Found Okay
6303,2024-08-18 12:00:54.620931,No Hot Water,48,Manhattan,81,Afternoon,Spring,Found Okay
6304,2024-10-03 12:00:54.620933,No Hot Water,38,Queens,16,Morning,Summer,Found Okay
6305,2025-05-04 12:00:54.620936,Power Out,36,Staten Island,67,Night,Winter,Needs Repair
6306,2024-10-01 12:00:54.620938,No Heat,63,Staten Island,53,Afternoon,Winter,Needs Repair
6307,2025-02-13 12:00:54.620941,No Hot Water,24,Bronx,88,Morning,Summer,Found Okay
6308,2025-02-11 12:00:54.620943,Power Out,57,Bronx,326,Night,Spring,Found Okay
6309,2025-03-18 12:00:54.620945,Gas Smell,61,Bronx,29,Morning,Fall,Needs Repair
6310,2025-06-11 12:00:54.620948,No Hot Water,46,Brooklyn,65,Afternoon,Fall,Found Okay
6311,2024-08-25 12:00:54.620950,No Hot Water,50,Staten Island,54,Afternoon,Fall,Found Okay
6312,2024-08-18 12:00:54.620952,No Heat,67,Staten Island,63,Morning,Winter,Needs Repair
6313,2025-03-19 12:00:54.620955,No Hot Water,39,Bronx,80,Night,Winter,Found Okay
6314,2024-08-18 12:00:54.620957,No Hot Water,40,Queens,50,Evening,Summer,Found Okay
6315,2025-03-16 12:00:54.620960,Meter Issue,42,Bronx,514,Morning,Summer,Found Okay
6316,2024-11-28 12:00:54.620962,No Heat,67,Brooklyn,98,Morning,Fall,Found Okay
6317,2025-04-13 12:00:54.620964,Meter Issue,69,Queens,21,Evening,Fall,Found Okay
6318,2024-09-21 12:00:54.620967,Gas Smell,29,Staten Island,113,Morning,Fall,Needs Repair
6319,2024-10-17 12:00:54.620969,No Heat,65,Brooklyn,36,Afternoon,Winter,Needs Repair
6320,2025-07-10 12:00:54.620972,Power Out,62,Brooklyn,43,Afternoon,Fall,Found Okay
6321,2025-05-02 12:00:54.620974,No Heat,73,Queens,60,Night,Winter,Needs Repair
6322,2024-10-08 12:00:54.620976,Meter Issue,55,Bronx,23,Evening,Fall,Found Okay
6323,2025-04-10 12:00:54.620979,Meter Issue,49,Bronx,229,Morning,Summer,Found Okay
6324,2024-10-03 12:00:54.620981,No Heat,67,Manhattan,282,Afternoon,Summer,Found Okay
6325,2025-05-15 12:00:54.620983,No Heat,60,Queens,90,Morning,Winter,Needs Repair
6326,2025-02-04 12:00:54.620986,No Hot Water,83,Bronx,210,Evening,Fall,Found Okay
6327,2024-08-22 12:00:54.620988,No Hot Water,64,Brooklyn,88,Afternoon,Fall,Found Okay
6328,2025-03-05 12:00:54.620991,No Hot Water,52,Bronx,32,Evening,Summer,Found Okay
6329,2025-04-21 12:00:54.620993,No Hot Water,32,Bronx,91,Morning,Winter,Found Okay
6330,2024-11-27 12:00:54.620995,Gas Smell,41,Brooklyn,146,Night,Summer,Needs Repair
6331,2025-04-05 12:00:54.620997,No Heat,28,Queens,7,Morning,Winter,Found Okay
6332,2025-04-30 12:00:54.621000,Power Out,46,Manhattan,191,Morning,Winter,Needs Repair
6333,2025-07-03 12:00:54.621002,Power Out,63,Bronx,244,Evening,Summer,Found Okay
6334,2025-07-06 12:00:54.621005,No Hot Water,49,Bronx,353,Afternoon,Spring,Found Okay
6335,2025-06-03 12:00:54.621007,Meter Issue,65,Bronx,19,Evening,Fall,Found Okay
6336,2024-10-07 12:00:54.621009,No Heat,55,Queens,0,Afternoon,Winter,Needs Repair
6337,2025-03-19 12:00:54.621012,No Heat,43,Brooklyn,13,Morning,Fall,Found Okay
6338,2024-09-03 12:00:54.621014,Gas Smell,51,Brooklyn,464,Morning,Fall,Needs Repair
6339,2024-11-24 12:00:54.621017,No Hot Water,57,Brooklyn,261,Night,Fall,Found Okay
6340,2025-06-23 12:00:54.621019,Gas Smell,52,Brooklyn,324,Night,Fall,Needs Repair
6341,2025-05-17 12:00:54.621021,Meter Issue,52,Brooklyn,130,Evening,Spring,Needs Repair
6342,2025-03-11 12:00:54.621024,Meter Issue,38,Brooklyn,134,Afternoon,Spring,Found Okay
6343,2024-09-12 12:00:54.621026,Gas Smell,43,Bronx,63,Night,Fall,Needs Repair
6344,2025-02-13 12:00:54.621028,Power Out,83,Bronx,332,Night,Summer,Found Okay
6345,2024-11-14 12:00:54.621031,No Heat,68,Brooklyn,318,Morning,Fall,Needs Repair
6346,2024-08-10 12:00:54.621033,No Heat,27,Brooklyn,89,Morning,Winter,Found Okay
6347,2024-12-18 12:00:54.621036,Power Out,14,Queens,71,Evening,Fall,Found Okay
6348,2025-03-01 12:00:54.621038,No Hot Water,51,Queens,241,Evening,Spring,Found Okay
6349,2025-07-12 12:00:54.621040,No Hot Water,63,Staten Island,4,Afternoon,Winter,Found Okay
6350,2025-03-07 12:00:54.621043,No Hot Water,42,Bronx,353,Night,Winter,Found Okay
6351,2024-12-02 12:00:54.621045,Gas Smell,65,Brooklyn,106,Morning,Spring,Needs Repair
6352,2024-08-21 12:00:54.621047,No Heat,50,Bronx,104,Afternoon,Spring,Found Okay
6353,2024-12-06 12:00:54.621050,Gas Smell,47,Staten Island,199,Night,Winter,Needs Repair
6354,2025-06-26 12:00:54.621052,No Heat,61,Queens,186,Afternoon,Spring,Found Okay
6355,2025-01-22 12:00:54.621055,No Heat,42,Staten Island,55,Afternoon,Spring,Found Okay
6356,2025-07-30 12:00:54.621057,No Hot Water,45,Manhattan,516,Evening,Fall,Found Okay
6357,2025-02-28 12:00:54.621059,No Heat,60,Queens,772,Night,Winter,Needs Repair
6358,2025-03-27 12:00:54.621062,Meter Issue,49,Bronx,134,Afternoon,Spring,Found Okay
6359,2024-08-20 12:00:54.621064,No Heat,78,Queens,148,Afternoon,Spring,Found Okay
6360,2024-12-17 12:00:54.621067,No Heat,60,Staten Island,145,Afternoon,Winter,Found Okay
6361,2024-12-22 12:00:54.621069,No Hot Water,59,Brooklyn,119,Evening,Fall,Found Okay
6362,2025-01-01 12:00:54.621071,No Hot Water,49,Staten Island,522,Evening,Spring,Found Okay
6363,2025-07-06 12:00:54.621074,No Heat,63,Staten Island,50,Morning,Fall,Found Okay
6364,2025-07-15 12:00:54.621076,No Heat,45,Brooklyn,20,Evening,Fall,Found Okay
6365,2025-01-30 12:00:54.621078,Meter Issue,54,Bronx,477,Evening,Fall,Found Okay
6366,2024-09-05 12:00:54.621081,Power Out,36,Bronx,43,Night,Summer,Found Okay
6367,2025-03-24 12:00:54.621083,No Hot Water,65,Queens,248,Night,Winter,Needs Repair
6368,2025-06-19 12:00:54.621085,No Hot Water,54,Staten Island,41,Afternoon,Summer,Found Okay
6369,2024-08-29 12:00:54.621088,No Heat,79,Queens,580,Morning,Winter,Needs Repair
6370,2024-12-07 12:00:54.621090,No Hot Water,85,Brooklyn,281,Evening,Fall,Found Okay
6371,2024-08-05 12:00:54.621093,Gas Smell,61,Manhattan,451,Night,Fall,Needs Repair
6372,2025-06-27 12:00:54.621095,Meter Issue,51,Bronx,542,Morning,Fall,Found Okay
6373,2024-08-20 12:00:54.621098,No Heat,35,Brooklyn,15,Night,Fall,Found Okay
6374,2025-06-16 12:00:54.621100,Power Out,63,Bronx,102,Afternoon,Fall,Found Okay
6375,2025-03-19 12:00:54.621102,No Heat,53,Queens,187,Evening,Summer,Found Okay
6376,2025-07-10 12:00:54.621105,No Heat,58,Manhattan,291,Afternoon,Fall,Found Okay
6377,2025-03-31 12:00:54.621107,No Heat,75,Staten Island,49,Afternoon,Fall,Found Okay
6378,2025-05-22 12:00:54.621109,No Heat,37,Bronx,442,Night,Fall,Found Okay
6379,2024-08-13 12:00:54.621112,Meter Issue,36,Staten Island,44,Morning,Summer,Needs Repair
6380,2024-08-04 12:00:54.621114,No Hot Water,46,Queens,362,Evening,Spring,Found Okay
6381,2025-06-13 12:00:54.621117,No Heat,62,Bronx,129,Morning,Winter,Needs Repair
6382,2025-06-22 12:00:54.621119,Meter Issue,58,Queens,130,Afternoon,Winter,Found Okay
6383,2024-10-17 12:00:54.621121,Meter Issue,36,Staten Island,84,Evening,Spring,Needs Repair
6384,2025-07-21 12:00:54.621124,Power Out,61,Queens,19,Afternoon,Spring,Found Okay
6385,2025-07-01 12:00:54.621126,Meter Issue,31,Queens,76,Night,Summer,Found Okay
6386,2024-11-29 12:00:54.621128,No Heat,37,Queens,100,Morning,Winter,Found Okay
6387,2024-10-30 12:00:54.621131,Power Out,48,Brooklyn,117,Morning,Spring,Needs Repair
6388,2025-05-04 12:00:54.621133,Power Out,41,Brooklyn,241,Afternoon,Spring,Found Okay
6389,2024-11-29 12:00:54.621136,Meter Issue,63,Bronx,78,Morning,Summer,Found Okay
6390,2024-09-05 12:00:54.621140,Power Out,54,Queens,93,Morning,Summer,Found Okay
6391,2025-07-16 12:00:54.621142,No Hot Water,76,Queens,425,Afternoon,Fall,Found Okay
6392,2025-07-27 12:00:54.621145,Power Out,46,Queens,251,Evening,Spring,Needs Repair
6393,2025-01-21 12:00:54.621147,No Heat,48,Brooklyn,4,Night,Summer,Found Okay
6394,2025-02-13 12:00:54.621149,No Hot Water,68,Staten Island,300,Evening,Winter,Found Okay
6395,2025-07-22 12:00:54.621152,No Heat,48,Queens,827,Evening,Summer,Found Okay
6396,2025-04-13 12:00:54.621154,Meter Issue,72,Manhattan,505,Night,Winter,Found Okay
6397,2025-03-16 12:00:54.621156,No Heat,58,Bronx,325,Afternoon,Fall,Found Okay
6398,2025-02-27 12:00:54.621159,No Hot Water,14,Brooklyn,178,Afternoon,Spring,Needs Repair
6399,2025-01-03 12:00:54.621161,No Hot Water,67,Staten Island,58,Night,Spring,Found Okay
6400,2024-11-01 12:00:54.621163,Meter Issue,63,Manhattan,191,Morning,Summer,Found Okay
6401,2025-03-10 12:00:54.621166,No Hot Water,64,Queens,214,Evening,Fall,Found Okay
6402,2025-04-23 12:00:54.621168,Power Out,21,Brooklyn,59,Morning,Spring,Found Okay
6403,2024-09-26 12:00:54.621170,Meter Issue,40,Queens,53,Afternoon,Summer,Found Okay
6404,2025-05-23 12:00:54.621173,No Hot Water,41,Bronx,91,Evening,Summer,Found Okay
6405,2024-11-26 12:00:54.621175,No Hot Water,37,Brooklyn,184,Afternoon,Summer,Found Okay
6406,2024-11-12 12:00:54.621178,Power Out,76,Manhattan,62,Night,Summer,Found Okay
6407,2024-10-28 12:00:54.621180,Meter Issue,49,Staten Island,146,Night,Winter,Needs Repair
6408,2025-05-13 12:00:54.621182,Power Out,49,Staten Island,413,Morning,Fall,Found Okay
6409,2025-03-07 12:00:54.621185,No Heat,58,Bronx,62,Morning,Winter,Needs Repair
6410,2025-04-11 12:00:54.621187,Meter Issue,58,Staten Island,608,Afternoon,Spring,Needs Repair
6411,2024-11-15 12:00:54.621189,No Hot Water,0,Staten Island,115,Afternoon,Fall,Found Okay
6412,2025-04-29 12:00:54.621192,Gas Smell,40,Bronx,19,Night,Summer,Found Okay
6413,2025-07-18 12:00:54.621194,Power Out,28,Manhattan,10,Evening,Spring,Found Okay
6414,2024-11-13 12:00:54.621197,No Heat,56,Brooklyn,74,Night,Summer,Needs Repair
6415,2025-04-13 12:00:54.621199,Power Out,45,Brooklyn,53,Afternoon,Spring,Found Okay
6416,2024-09-04 12:00:54.621201,Gas Smell,50,Bronx,334,Night,Fall,Needs Repair
6417,2025-01-23 12:00:54.621204,Meter Issue,18,Queens,240,Morning,Fall,Found Okay
6418,2025-04-27 12:00:54.621206,No Heat,45,Bronx,388,Morning,Winter,Needs Repair
6419,2025-04-17 12:00:54.621209,No Hot Water,66,Bronx,160,Afternoon,Fall,Found Okay
6420,2025-07-23 12:00:54.621211,Power Out,71,Bronx,102,Night,Spring,Found Okay
6421,2025-05-25 12:00:54.621213,No Heat,60,Bronx,56,Afternoon,Fall,Found Okay
6422,2025-01-21 12:00:54.621216,No Heat,29,Staten Island,157,Evening,Fall,Found Okay
6423,2024-11-17 12:00:54.621218,Meter Issue,68,Staten Island,173,Morning,Fall,Found Okay
6424,2025-07-22 12:00:54.621220,No Heat,60,Manhattan,89,Night,Summer,Found Okay
6425,2025-04-05 12:00:54.621223,Meter Issue,48,Bronx,496,Morning,Summer,Found Okay
6426,2024-11-06 12:00:54.621225,No Heat,19,Brooklyn,183,Night,Fall,Found Okay
6427,2025-04-23 12:00:54.621227,No Hot Water,64,Queens,327,Morning,Spring,Found Okay
6428,2024-10-06 12:00:54.621230,Power Out,41,Staten Island,174,Afternoon,Fall,Found Okay
6429,2025-02-17 12:00:54.621232,Power Out,55,Brooklyn,68,Morning,Spring,Found Okay
6430,2025-03-12 12:00:54.621235,Gas Smell,51,Staten Island,240,Night,Fall,Needs Repair
6431,2024-11-05 12:00:54.621237,No Hot Water,73,Manhattan,47,Afternoon,Summer,Found Okay
6432,2025-06-24 12:00:54.621239,Power Out,48,Queens,163,Night,Spring,Found Okay
6433,2025-05-18 12:00:54.621242,No Heat,49,Staten Island,92,Evening,Winter,Needs Repair
6434,2025-05-19 12:00:54.621244,No Hot Water,73,Queens,29,Night,Summer,Found Okay
6435,2024-09-26 12:00:54.621246,No Heat,40,Queens,95,Night,Summer,Found Okay
6436,2025-01-13 12:00:54.621249,Gas Smell,62,Brooklyn,66,Afternoon,Fall,Needs Repair
6437,2025-03-23 12:00:54.621251,No Heat,47,Staten Island,21,Night,Winter,Needs Repair
6438,2024-11-27 12:00:54.621254,No Hot Water,34,Queens,312,Evening,Spring,Found Okay
6439,2024-09-22 12:00:54.621256,No Hot Water,50,Bronx,124,Evening,Winter,Found Okay
6440,2025-06-01 12:00:54.621258,No Heat,60,Queens,76,Afternoon,Fall,Found Okay
6441,2024-10-25 12:00:54.621261,No Heat,70,Queens,126,Evening,Summer,Found Okay
6442,2025-04-19 12:00:54.621263,Power Out,72,Staten Island,252,Afternoon,Winter,Found Okay
6443,2024-10-08 12:00:54.621266,No Hot Water,45,Bronx,3,Morning,Spring,Found Okay
6444,2024-09-14 12:00:54.621268,Meter Issue,35,Queens,142,Night,Spring,Found Okay
6445,2024-08-24 12:00:54.621270,Power Out,45,Staten Island,117,Night,Summer,Found Okay
6446,2025-03-02 12:00:54.621273,No Heat,32,Staten Island,402,Night,Fall,Found Okay
6447,2025-02-24 12:00:54.621275,Gas Smell,46,Queens,146,Night,Summer,Needs Repair
6448,2025-01-06 12:00:54.621278,No Heat,44,Manhattan,26,Afternoon,Winter,Needs Repair
6449,2025-02-02 12:00:54.621280,Power Out,60,Manhattan,88,Night,Fall,Found Okay
6450,2025-01-15 12:00:54.621282,Meter Issue,16,Brooklyn,174,Evening,Spring,Found Okay
6451,2024-12-20 12:00:54.621285,No Hot Water,38,Manhattan,8,Evening,Fall,Found Okay
6452,2025-05-03 12:00:54.621287,Power Out,39,Manhattan,388,Morning,Fall,Found Okay
6453,2024-10-17 12:00:54.621289,No Heat,67,Staten Island,12,Afternoon,Winter,Found Okay
6454,2024-10-28 12:00:54.621292,No Hot Water,33,Staten Island,5,Morning,Summer,Found Okay
6455,2024-12-07 12:00:54.621294,Meter Issue,53,Queens,0,Night,Winter,Needs Repair
6456,2025-01-29 12:00:54.621296,No Heat,48,Queens,207,Evening,Spring,Needs Repair
6457,2025-01-03 12:00:54.621299,No Heat,65,Staten Island,109,Afternoon,Summer,Found Okay
6458,2025-03-23 12:00:54.621301,No Hot Water,58,Queens,19,Evening,Fall,Found Okay
6459,2025-02-28 12:00:54.621303,Power Out,51,Staten Island,349,Afternoon,Winter,Found Okay
6460,2025-07-18 12:00:54.621306,No Hot Water,41,Manhattan,40,Morning,Fall,Found Okay
6461,2025-03-31 12:00:54.621308,Meter Issue,22,Queens,71,Night,Winter,Found Okay
6462,2024-08-06 12:00:54.621311,No Heat,53,Manhattan,35,Morning,Spring,Found Okay
6463,2024-12-23 12:00:54.621313,No Hot Water,57,Brooklyn,470,Night,Spring,Found Okay
6464,2025-04-16 12:00:54.621315,Power Out,26,Queens,255,Evening,Winter,Found Okay
6465,2025-05-22 12:00:54.621318,No Heat,31,Staten Island,231,Morning,Spring,Found Okay
6466,2025-01-17 12:00:54.621320,Power Out,53,Staten Island,8,Morning,Fall,Found Okay
6467,2025-01-26 12:00:54.621323,No Heat,55,Brooklyn,133,Evening,Summer,Found Okay
6468,2025-04-23 12:00:54.621325,No Heat,35,Staten Island,154,Evening,Winter,Found Okay
6469,2025-05-10 12:00:54.621327,No Heat,41,Manhattan,86,Evening,Fall,Found Okay
6470,2025-05-17 12:00:54.621330,Meter Issue,22,Staten Island,69,Afternoon,Winter,Found Okay
6471,2024-08-25 12:00:54.621332,Gas Smell,70,Brooklyn,343,Evening,Summer,Needs Repair
6472,2025-01-20 12:00:54.621334,Power Out,30,Bronx,4,Afternoon,Spring,Found Okay
6473,2024-09-09 12:00:54.621337,No Hot Water,58,Bronx,176,Evening,Summer,Found Okay
6474,2024-12-29 12:00:54.621339,Gas Smell,49,Manhattan,90,Afternoon,Summer,Needs Repair
6475,2024-09-19 12:00:54.621342,No Hot Water,69,Bronx,197,Evening,Winter,Found Okay
6476,2024-09-16 12:00:54.621344,Meter Issue,38,Staten Island,39,Afternoon,Summer,Found Okay
6477,2025-03-09 12:00:54.621346,Power Out,50,Brooklyn,49,Night,Spring,Found Okay
6478,2024-12-27 12:00:54.621349,Power Out,24,Manhattan,159,Night,Winter,Needs Repair
6479,2024-08-04 12:00:54.621351,No Heat,20,Bronx,703,Morning,Spring,Found Okay
6480,2024-09-10 12:00:54.621354,No Hot Water,58,Staten Island,661,Evening,Summer,Found Okay
6481,2025-07-16 12:00:54.621356,No Hot Water,23,Staten Island,51,Evening,Summer,Found Okay
6482,2024-12-26 12:00:54.621358,Meter Issue,46,Queens,19,Afternoon,Spring,Needs Repair
6483,2025-06-26 12:00:54.621361,No Heat,65,Queens,160,Morning,Winter,Found Okay
6484,2025-01-29 12:00:54.621363,No Heat,61,Brooklyn,98,Night,Summer,Found Okay
6485,2024-11-03 12:00:54.621365,No Hot Water,40,Manhattan,258,Morning,Fall,Found Okay
6486,2024-08-07 12:00:54.621368,No Heat,26,Bronx,135,Afternoon,Summer,Found Okay
6487,2025-04-22 12:00:54.621370,No Heat,57,Bronx,128,Evening,Summer,Found Okay
6488,2025-07-24 12:00:54.621373,Meter Issue,70,Staten Island,187,Morning,Fall,Found Okay
6489,2025-07-01 12:00:54.621375,Gas Smell,40,Bronx,24,Evening,Winter,Found Okay
6490,2024-09-29 12:00:54.621378,Meter Issue,37,Brooklyn,203,Night,Winter,Found Okay
6491,2025-03-09 12:00:54.621380,Power Out,42,Queens,120,Afternoon,Summer,Found Okay
6492,2025-04-11 12:00:54.621382,No Heat,58,Staten Island,308,Evening,Fall,Found Okay
6493,2024-12-11 12:00:54.621385,No Hot Water,68,Manhattan,26,Morning,Winter,Found Okay
6494,2025-02-02 12:00:54.621387,No Heat,31,Staten Island,64,Afternoon,Fall,Found Okay
6495,2025-05-20 12:00:54.621389,Meter Issue,27,Bronx,540,Night,Fall,Found Okay
6496,2025-01-02 12:00:54.621392,No Hot Water,85,Brooklyn,144,Morning,Fall,Found Okay
6497,2024-12-23 12:00:54.621394,No Hot Water,47,Manhattan,476,Evening,Fall,Found Okay
6498,2025-05-12 12:00:54.621396,No Hot Water,53,Staten Island,210,Evening,Spring,Found Okay
6499,2025-05-09 12:00:54.621399,No Hot Water,39,Bronx,469,Afternoon,Summer,Found Okay
6500,2025-06-19 12:00:54.621401,No Heat,57,Staten Island,68,Night,Spring,Found Okay
6501,2024-10-31 12:00:54.621403,No Hot Water,64,Manhattan,17,Morning,Fall,Found Okay
6502,2025-01-21 12:00:54.621406,Power Out,54,Bronx,291,Night,Winter,Found Okay
6503,2025-02-08 12:00:54.621408,Power Out,76,Queens,293,Morning,Winter,Found Okay
6504,2025-07-24 12:00:54.621410,No Hot Water,45,Manhattan,173,Morning,Spring,Found Okay
6505,2025-02-26 12:00:54.621413,No Hot Water,46,Queens,155,Afternoon,Fall,Needs Repair
6506,2025-07-21 12:00:54.621415,Meter Issue,53,Queens,443,Evening,Fall,Found Okay
6507,2025-06-27 12:00:54.621417,No Heat,56,Bronx,34,Evening,Winter,Needs Repair
6508,2025-06-25 12:00:54.621420,Meter Issue,53,Staten Island,172,Evening,Summer,Needs Repair
6509,2025-07-25 12:00:54.621422,No Heat,30,Staten Island,9,Night,Spring,Found Okay
6510,2024-12-28 12:00:54.621424,Power Out,54,Brooklyn,27,Morning,Spring,Found Okay
6511,2025-03-19 12:00:54.621427,Gas Smell,44,Manhattan,103,Afternoon,Summer,Needs Repair
6512,2024-10-19 12:00:54.621429,Gas Smell,41,Manhattan,309,Night,Fall,Needs Repair
6513,2025-03-27 12:00:54.621432,Meter Issue,50,Bronx,237,Morning,Winter,Found Okay
6514,2024-08-28 12:00:54.621434,No Heat,35,Bronx,657,Afternoon,Spring,Found Okay
6515,2025-02-07 12:00:54.621436,No Hot Water,32,Brooklyn,8,Morning,Spring,Found Okay
6516,2025-03-01 12:00:54.621439,No Hot Water,10,Brooklyn,86,Afternoon,Fall,Found Okay
6517,2024-09-03 12:00:54.621441,Power Out,76,Queens,31,Night,Summer,Found Okay
6518,2025-07-05 12:00:54.621444,No Heat,58,Brooklyn,6,Morning,Winter,Needs Repair
6519,2025-04-07 12:00:54.621446,Power Out,48,Staten Island,55,Morning,Fall,Found Okay
6520,2024-10-20 12:00:54.621448,No Hot Water,39,Queens,50,Night,Spring,Needs Repair
6521,2025-05-17 12:00:54.621451,No Heat,6,Brooklyn,98,Afternoon,Winter,Found Okay
6522,2025-02-15 12:00:54.621453,Power Out,39,Staten Island,27,Evening,Fall,Found Okay
6523,2025-01-23 12:00:54.621456,No Heat,60,Staten Island,120,Evening,Spring,Found Okay
6524,2025-05-14 12:00:54.621458,No Hot Water,64,Queens,454,Afternoon,Winter,Found Okay
6525,2025-05-02 12:00:54.621460,No Heat,59,Queens,248,Afternoon,Fall,Found Okay
6526,2025-02-05 12:00:54.621463,No Hot Water,52,Staten Island,332,Evening,Spring,Needs Repair
6527,2025-07-10 12:00:54.621465,Gas Smell,69,Bronx,294,Morning,Winter,Needs Repair
6528,2025-06-07 12:00:54.621467,Gas Smell,45,Queens,88,Night,Winter,Needs Repair
6529,2025-01-28 12:00:54.621470,No Hot Water,66,Manhattan,222,Evening,Spring,Found Okay
6530,2024-08-06 12:00:54.621472,No Hot Water,44,Bronx,252,Afternoon,Winter,Found Okay
6531,2024-12-21 12:00:54.621474,No Heat,36,Manhattan,41,Morning,Winter,Found Okay
6532,2024-09-19 12:00:54.621477,No Hot Water,34,Brooklyn,354,Afternoon,Summer,Found Okay
